"BehaviorSpace results (NetLogo 5.0.5)"
"PTM_R.nlogo"
"sire-offspring"
"04/27/2014 11:40:40:533 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","4","0","4"
"[run number]","initial-males","distribution","male-min-resources","distance-trees","x-num-territories","regeneration-time","female-min-resources","age-of-dispersal","stop-ticks","prob-subordinate-win","create-figures","total-trees","table-name1","cost-offspring","initial-females","table-name2","y-num-territories","energy-to-reproduce","export-tables","[step]","length [offspring-sired] of males"
"206","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"207","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"208","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"209","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"210","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"211","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"212","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"213","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"214","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"215","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"216","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"217","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"218","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"219","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"220","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"221","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"222","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"223","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"224","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"225","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"226","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"227","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"228","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"229","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"230","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"231","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"232","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"233","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"234","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"235","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"236","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"237","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"238","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"239","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"240","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"241","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"242","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"243","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"244","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"245","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"246","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"247","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"248","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"249","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"250","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"251","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"252","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"253","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"254","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"255","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"256","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"257","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"258","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"259","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"260","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"261","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"262","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"263","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"264","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"265","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"266","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"267","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"268","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"269","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"270","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"271","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"272","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"273","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"274","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"275","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"276","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"277","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"278","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"279","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"280","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"281","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"282","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"283","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"284","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"285","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"286","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"287","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"288","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"289","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"290","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"291","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"292","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"293","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"294","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"295","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"296","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"297","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"298","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"299","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"300","24","1","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"301","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"302","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"303","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"304","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"305","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"306","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"307","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"308","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"309","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"310","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"311","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"312","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"313","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"314","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"315","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"316","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"317","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"318","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"319","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"320","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"321","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"322","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"323","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"324","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"325","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"326","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"327","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"328","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"329","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"330","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"331","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"332","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"333","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"334","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"335","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"336","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"337","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"338","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"339","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"340","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"341","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"342","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"343","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"344","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"345","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"346","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"347","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"348","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"349","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"350","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"351","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"352","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"353","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"354","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"355","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"356","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"357","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"358","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"359","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"360","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"361","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"362","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"363","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"364","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"365","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"366","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"367","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"368","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"369","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"370","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"371","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"372","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"373","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"374","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"375","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"376","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"377","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"378","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"379","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"380","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"381","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"382","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"383","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"384","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"385","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"386","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"387","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"388","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"389","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"390","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"391","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"392","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"393","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"394","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"395","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"396","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"397","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"398","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"399","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"400","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"401","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"402","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"403","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"404","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"405","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"406","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"407","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"408","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"409","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"410","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"411","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"412","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"413","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"414","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"415","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"416","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"417","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"418","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"419","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"420","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"421","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"422","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"423","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"424","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"425","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"426","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"427","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"428","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"429","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"430","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
